"Resource Name","Alarm Text","Severity","Raised Time (System)","Acknowledged"
"BKT SAMBUKU - BKT MANUALAI 2+0 8 GHz CH 6 LOW/ETY-1.1","Gigabit Ethernet loss of carrier on port #1","MAJOR","April 19, 2019 11:11:50 AM",Y
"STO NABIRE TO REP NABIRE SYSTEM 1/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","March 11, 2021 4:47:42 AM",N
"NEW REP.1 WAPOGA TO PULAU NAU SYSTEM 1/Radio-5.1-XPIC.2","Radio loss of frame","CRITICAL","January 1, 2021 8:58:23 AM",N
"Babauk to Dunangbila / 6 Ghz hight / 4+0/Radio-4.1","RFU RX level path2 out of range","WARNING","January 16, 2019 5:28:12 PM",Y
"Link Musirawas - Asambaru 6 Ghz-CH4 High/E1-1.14","E1/DS1 loss of signal on port #14","MAJOR","July 16, 2020 9:30:23 AM",N
"Telkom Site Bundung (Backup Telkomsel Pebruari 2014)/ETY-4.1","Gigabit Ethernet SFP not inserted on port #1","MAJOR","September 29, 2021 8:32:49 PM",N
"OMTEL TO KALABAHI/E1-2.4","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","August 16, 2018 4:26:16 PM",Y
"WAINGAPU TO PUARLOLO FREK. 4,5G, 1.1 ( LOW ) JULI 2018-System-1/Radio-6.1-XPIC.2","RFU synthesizer unlocked","MAJOR","October 16, 2021 9:38:43 AM",N
"REP. GUMPANG TO AGUSAN 8 GHz CH.1 + CH.6 (2+0) VERTICAL","LOST CONTACT","INDETERMINATE","April 14, 2021 3:55:37 PM",N
"02 TAMIANG LAYANG","HTTP LOGON FAILURE","WARNING","October 27, 2021 2:32:53 PM",N
"BEBATU SUPA TO TIDUNG PALA/E1-2.15","Loss-of-frames alarm on TDM service","MAJOR","May 30, 2018 12:14:41 PM",Y
"ILEWENGOT - STO LARANTUKA U6GHz/XPIC/LOW/Radio-4.1-XPIC.1","RFU RX level path2 out of range","WARNING","April 9, 2019 3:38:59 PM",Y
"SAMBUKU - EILOGO FREK. 6GHz 3+0 NEW ( LOW )","HTTP LOGON FAILURE","WARNING","May 7, 2019 1:32:40 PM",Y
"BKT TAMBULUN - BKTTINGGI FREK. 6GHz / CH 3L VERTICAL/Radio-3","Traffic not being sent through radio on slot 4 by multi-radio","WARNING","July 1, 2018 3:51:33 PM",Y
"PUARLOLO - DORONAE U6GHz XPIC EXPAND ASURANSI-HIGH-HORIZONTAL sys-2/Radio-4.1","Radio loss of frame","CRITICAL","October 26, 2021 8:17:44 AM",N
"ENTIKONG-TVRI/E1-1.10","E1/DS1 loss of signal on port #10","MAJOR","October 6, 2021 1:58:47 PM",N
"REP. BANGKO TO STO BANGKO 8GHz CH 6 #1/Radio-5","RFU Rx level path1 out of range","WARNING","October 21, 2019 2:54:30 AM",Y
"MIAU BARU TO SEI MAYANG ( SYSTEM 2 )/Radio-5.1-XPIC.2","Radio loss of frame","CRITICAL","August 13, 2020 1:39:25 AM",N
"06 HAJAK/E1-1.6","E1/DS1 unexpected signal on port #6","WARNING","September 26, 2021 7:42:18 PM",N
"TAMIANG TABA TO SOSOK 4+0 AGUSTUS 2019/1RU/Slot 3","Expected Card is missing in slot","MAJOR","June 9, 2021 1:00:51 PM",N
"TAMIANG TABA TO TAYAN 3+0 AGUSTUS 2019/MC-ABC.1","LVDS RX Error Slot 5","MAJOR","September 9, 2021 7:50:24 AM",N
"GOLONAWANG _ NDESU 8+0 ( JULI 20 )/Radio-10.1-XPIC.4","Remote communication failure","CRITICAL","August 18, 2021 1:26:32 PM",N
"GN.TABUR TO STO TJ.REDEP/Radio-5.1","Remote communication failure","CRITICAL","November 1, 2017 5:48:38 AM",Y
"SANGIR TALAUD CITY - REP. TAMAKO 7 GHz/LOW/HORIZONTAL","LOST CONTACT","INDETERMINATE","August 22, 2021 1:38:58 PM",N
"BUKIT BARATAN TO MAMBURUNGAN 4+0 XPIC NEW RAFI PHASE 1/Radio-3.1-XPIC.1","RFU TX level out of range","MINOR","October 27, 2021 8:32:25 AM",N
"DANGAS - STO BALAI KARIMUN 5+0 ( VERTICAL ) 6 ghz/Radio-4.1","RFU RX level path2 out of range","WARNING","April 1, 2019 11:42:37 AM",Y
"MAMBURUNGAN-GN DAENG R/Radio-5.1","RFU RX level path1 out of range","WARNING","October 27, 2021 10:20:25 AM",N
"Gunung Besi ti Sto Singkawang/ETY-3.3","Ethernet loss of carrier on port #3","MAJOR","January 9, 2019 2:28:26 AM",Y
"STO SUKAJADI TO BAGAN SIAPIAPI SYSTEM 2/Radio-3.1","RFU RX level path1 out of range","WARNING","October 27, 2021 2:40:18 PM",N
"TIDUNG PALA TO BEBATU SUPA/E1-2.14","Loss-of-frames alarm on TDM service","MAJOR","December 30, 2020 9:40:39 PM",N
"MATENDEK - PEL.POLMAS/Shelf/Slot 3 - MATENDEK_TO_BALABATU_7/8GHZ","LOST CONTACT","INDETERMINATE","March 2, 2020 8:16:45 AM",N
"GUNUNG PAGAR - PONTIANAK/E1-1.15","E1/DS1 unexpected signal on port #15","WARNING","December 4, 2017 12:36:23 AM",Y
"MENGKUNING - SENAYANG FREK.6GHZ LOW 4+0/1RU/Power Supply 1","Under voltage","MAJOR","May 26, 2018 1:16:27 AM",Y
"ASAM BARU TO SEI BABI / U6 GHz XPIC / CH. 6L / 2+0/ETY-1.2","Loss of Carrier","MAJOR","August 15, 2018 4:33:10 PM",Y
"SITE BUKIT SAMA TO SITE BUKIT RIMBA RAYA/ETY-4.6","Ethernet loss of carrier on port #6","MAJOR","March 13, 2019 12:23:42 PM",Y
"MUARA MUNTAI - KOTA BANGUN UP GRADE/1RU/Power Supply 2","Under voltage","MAJOR","July 11, 2019 5:21:56 PM",Y
"Oransbari to Arowi System 3 (4+0)/Radio-5.1-XPIC.2","Remote communication failure","CRITICAL","October 20, 2021 8:25:51 AM",N
"Waindu to Pantai Indomba System 3/Radio-7.1-XPIC.3","Remote communication failure","CRITICAL","October 25, 2021 7:12:51 AM",N
"TJ.BATU - PONGKAR 6GHZ UPGRADE 3+0","LOST CONTACT","INDETERMINATE","April 12, 2018 11:12:27 AM",Y
"ENTIKONG-TVRI/E1-1.15","E1/DS1 loss of signal on port #15","MAJOR","October 6, 2021 1:58:47 PM",N
"New Rep. 1 Wapoga to Pulau Nau System 3/Radio-3.1-XPIC.1","RFU RX level path1 out of range","WARNING","July 7, 2021 10:31:53 PM",N
"LEPEMBUSU_KIMANG BULENG","LOST CONTACT","INDETERMINATE","November 25, 2020 5:01:12 PM",N
"Kasongan Buntut Bali #2","HTTP LOGON FAILURE","WARNING","June 22, 2021 3:17:05 PM",N
"REP.WAROPEN _ SERUI CITY/MC-ABC.1","LVDS RX Error Slot 4","MAJOR","February 10, 2021 10:39:07 AM",N
"PULAU NAU TO NEW REP 1 WAPOGA SYSTEM 1/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","December 24, 2020 2:56:26 PM",N
"REP. TSEL AILOGO SABU - BKT. SAMBUKU 6 GHZ CH 1 H/E1-1.4","E1/DS1 unexpected signal on port #4","WARNING","May 5, 2019 7:57:18 PM",Y
"MEMPAWAH (Backup Telkomsel Pebruari 2014)/ETY-2.6","Ethernet loss of carrier on port #6","MAJOR","October 13, 2021 9:25:59 AM",N
"TVRI RELOK - REP. GENYEM (System 1)/Radio-5.1","Radio loss of frame","CRITICAL","April 19, 2021 3:51:15 AM",N
"SUKAJADI TO DUMAI Ch 3,4 F8, 6, 3, 9 F7","LOST CONTACT","INDETERMINATE","October 14, 2020 12:16:41 PM",N
"KM 62 to HAJAK","LOST CONTACT","INDETERMINATE","November 20, 2020 7:19:19 PM",N
"TELKOM MUNGGUK - TELKOM LENGKENAT # 1 / 8 GHz / CH.6 / TX LOW/E1-1.3","E1/DS1 loss of signal on port #3","MAJOR","October 31, 2017 12:46:26 PM",Y
"Site-1 2.1 PERDAU - MATAMANIS ( VERTICAL ) FREK. 4-5G XPIC/Radio-3.1-XPIC.1","RFU communication failure","WARNING","October 24, 2021 8:30:25 AM",N
"STO TAKENGON TO SITE BUKIT SAMA/E1-1.5","E1/DS1 loss of signal on port #5","MAJOR","October 26, 2018 5:40:25 PM",Y
"Pulau Nau to Rep. Waropen System 3","LOST CONTACT","INDETERMINATE","October 25, 2021 4:19:55 AM",N
"LABANAN - SEI MAYANG ( SYS 4 )","LOST CONTACT","INDETERMINATE","December 23, 2020 10:33:45 PM",N
"TIDUNG PALA TO MALINAU/E1-5.12","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 6, 2021 7:43:34 PM",N
"PINTUBATU TO KAMPUNG SIHU (5+0)/Radio-2.1","Remote communication failure","CRITICAL","October 17, 2021 8:19:23 PM",N
"MEMPAWAH (Backup Telkomsel Pebruari 2014)/ETY-1.4","Ethernet loss of carrier on port #4","MAJOR","October 16, 2021 11:11:45 AM",N
"REP. TOLE - TOLE TO MALILI#1  8 GHz CHANNEL 6/Radio-3","Traffic not being sent through radio on slot 4 by multi-radio","WARNING","October 20, 2021 5:36:23 PM",N
"OMTEL TO KALABAHI/E1-2.10","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","August 16, 2018 4:26:16 PM",Y
"NUNUKAN TO SEIBATANG 8GHz/E1-5.7","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","June 18, 2020 2:46:42 AM",N
"KKN. Rep - SEPANG","HTTP LOGON FAILURE","WARNING","August 11, 2020 5:32:04 PM",N
"KM 62 - HAJAK JULI 2020/ETY-1.1","Loss of Carrier","MAJOR","October 20, 2021 1:12:26 AM",N
"Punggaluku-Popalia","LOST CONTACT","INDETERMINATE","November 21, 2019 11:16:27 AM",Y
"OTOWERI - PADANG AGODA (5+0)/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","September 18, 2021 2:02:50 PM",N
"TOLI2 - TOMPO FREK.4,5G LOW 5+0 XPIC SD (JUNI 2021)/Radio-6.1","Radio loss of frame","CRITICAL","July 27, 2021 11:32:56 AM",N
"MAKAPA - TG.BATU ( 8GHZ, POL. VERTICAL )","LOST CONTACT","INDETERMINATE","March 22, 2021 6:15:42 PM",N
"01_KM46-BAWAN/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","October 19, 2021 9:33:43 AM",N
"NEW REP.1 WAPOGA TO PULAU NAU SYSTEM 1","LOST CONTACT","INDETERMINATE","May 4, 2021 9:23:36 PM",N
"MANIMERI - SP2 3+0 UPGRADE SEPTEMBER 2019/Radio-4.1","RFU RX level path1 out of range","WARNING","July 5, 2020 12:23:10 PM",N
"Rep. Nabire to Ratewo System 3/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","December 18, 2020 3:04:17 PM",N
"SEI MAYANG _ MIAU BARU ( SYSTEM 3 )/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","September 18, 2021 11:57:33 AM",N
"DANGAS - STO BALAI KARIMUN 5+0 ( VERTICAL ) 6 ghz/Radio-4.1","Radio loss of frame","CRITICAL","April 1, 2019 11:42:37 AM",Y
"NEW REP.1 WAPOGA TO PULAU RATEWO SYSTEM 1/Radio-3.1-XPIC.1","Remote communication failure","CRITICAL","January 11, 2021 2:31:56 PM",N
"BENGKARI TO DUNANGBILA / 6Ghz / HIGH / XPIC/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","January 22, 2020 2:50:38 AM",Y
"Site-1 2.1 PERDAU - MATAMANIS ( VERTICAL ) FREK. 4-5G XPIC","Multi Carrier ABC LOF","CRITICAL","October 24, 2021 8:30:25 AM",N
"SUKAJADI to BAGAN SIAPI API/IDU/Drawer 1","Remote Communication Failure","MAJOR","October 11, 2020 4:14:31 AM",N
"STO TAKENGON TO SITE BUKIT SAMA/E1-2.10","E1/DS1 loss of signal on port #10","MAJOR","March 12, 2019 12:21:49 AM",Y
"NENGKE VILLAGE TO ANUSPODENA","Multi Carrier ABC LOF","CRITICAL","December 11, 2020 4:55:06 PM",N
"BUKIT BARATAN TO SAJAU PHASE 2/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","December 2, 2020 9:07:01 PM",N
"Site-1 2.1 PERDAU - MATAMANIS ( VERTICAL ) FREK. 4-5G XPIC/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","October 24, 2021 8:30:25 AM",N
"Site-14 2.14 B.BARATAN - SAJAU CH4-6 HIGH XPIC HORIZONTAL","LOST CONTACT","INDETERMINATE","April 27, 2021 10:16:32 PM",N
"PADANG AGODA TO OTOWERI (5+0)/ETY-1.1","Loss of Carrier","MAJOR","December 31, 2020 1:28:15 PM",N
"MALINAU - TIDUNG PALA/E1-5.11","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 6, 2021 7:57:33 PM",N
"SUNGAI PUTRI TO SIDUK/Radio-7.1","Remote communication failure","CRITICAL","March 8, 2018 6:33:05 AM",Y
"MUARA PAHU TO MELAK","LOST CONTACT","INDETERMINATE","September 26, 2021 9:18:49 PM",N
"MAMBURUNGAN TO BEBATU SUPA/E1-2.11","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","October 5, 2017 9:59:16 AM",Y
"MIAU BARU TO MATAMANIS ( SYSTEM 2 )/Radio-3.1-XPIC.1","Cable open","MAJOR","October 8, 2021 3:10:59 PM",N
"EILOGO - SEBA FREK. 7/8GHz 3+0 NEW ( high )","LOST CONTACT","INDETERMINATE","December 22, 2020 5:37:56 AM",N
"REP. BANGKO TO STO BANGKO 8GHz CH 6 #1/Shelf/Slot 1 - REP. BANGKO TO STO BANGKO 8GHz CH 6 #1/IDU","IDU #3 presence not detected","MINOR","August 20, 2019 8:48:04 PM",Y
"TAMPARAK LAYUNG - STO BUNTOK EXPAND 8 GHz/HIGH/VERTICAL/Radio-4.1","Radio loss of frame","CRITICAL","February 25, 2019 7:19:35 AM",Y
"DANGAS - TBK UPGRADE 5+0 ( JANUARI 2017) HORIZONTAL/Radio-4.1","RFU communication failure","WARNING","March 29, 2019 12:16:41 PM",Y
"SUKAJADI TO DUMAI Ch 3,4 F8, 6, 3, 9 F7/Radio-3.1","RFU communication failure","WARNING","August 10, 2020 11:25:55 AM",N
"Gunung Besi ti Sto Singkawang","LOST CONTACT","INDETERMINATE","January 10, 2019 10:34:44 AM",Y
"STO BANDA ACEH TO BATHETAMON 6 Ghz/Radio-3.1","Remote communication failure","CRITICAL","June 25, 2019 1:12:26 PM",Y
"STO BIREUN TO SITE BUKIT RIMBA RAYA 8 GHz / Ch 6 High/E1-2.5","E1/DS1 loss of signal on port #5","MAJOR","November 9, 2020 11:22:35 AM",N
"R-CGN-IP10_JKNG_to_SBAU_SL01_MR/E1-1.10","E1/DS1 unexpected signal on port #10","WARNING","October 23, 2021 8:29:56 PM",N
"PIRMA TO STO FAKFAK (5+0)/Radio-7.1-XPIC.2","Radio loss of frame","CRITICAL","June 22, 2021 1:38:56 PM",N
"BKT SAMBUKU - BKT MANUALAI 2+0 8 GHz CH 6 LOW/Shelf/Slot 1 - BKT SAMBUKU - BKT MANUALAI 2+0 8 GHz CH 6 LOW/IDU","Radio loss of frame","CRITICAL","June 28, 2021 11:38:08 AM",N
"SANGATA2 - PERDAU FREK.6G HIGH CH4-CH6 XPIC (HORIZONTAL)/Radio-6.1-XPIC.2","RFU RX level path1 out of range","WARNING","October 27, 2021 12:47:48 PM",N
"TVRI-ENTIKONG/Shelf/Slot 2","LOST CONTACT","INDETERMINATE","September 11, 2020 10:49:12 AM",N
"DMT KP. SIHU TO PINTU BATU/Radio-2.1","Remote communication failure","CRITICAL","October 17, 2021 9:08:25 PM",N
"TAMAKURI TO INDOMBA System 1/1RU/Power Supply 2","Under voltage","MAJOR","July 13, 2021 3:18:13 AM",N
"01 TANJUNG TABALONG/E1-1.1","E1/DS1 unexpected signal on port #1","WARNING","September 21, 2021 9:03:37 AM",N
"DMT MANIMERI TO SP2 BINTUNI/Radio-3.1","Remote communication failure","CRITICAL","October 26, 2021 3:07:54 AM",N
"KP TELIGUNG - KP MOOS 1+0 NEW","HTTP LOGON FAILURE","WARNING","May 8, 2020 10:20:29 AM",N
"PULAU NAU TO REP.WAROPEN SYSTEM 1","LOST CONTACT","INDETERMINATE","March 11, 2021 6:47:27 PM",N
"SUNGAI APIT - BENGKALIS  F1/Radio-2","Radio loss of frame","CRITICAL","July 6, 2020 5:01:45 PM",N
"STO SAMBAS - TSEL KARTIASA 8 GHz / CH.6 / VERTICAL / TX HIGH","LOST CONTACT","INDETERMINATE","February 18, 2019 2:55:03 PM",Y
"FATUK TO BESANA","HTTP LOGON FAILURE","WARNING","May 8, 2020 8:56:50 AM",N
"GUNUNG PAGAR - PONTIANAK/Radio-2","Radio loss of frame","CRITICAL","December 3, 2017 11:59:40 PM",Y
"Sei Awan to STO Ketapang","HTTP LOGON FAILURE","WARNING","June 29, 2019 5:22:58 PM",Y
"BUKIT TAMBI_TEBING TINGGI","LOST CONTACT","INDETERMINATE","March 10, 2021 11:53:28 PM",N
"SUNGAI PENUH TO BUKIT NAMURA 8GHZ CH 7 High #1/E1-1.5","E1/DS1 unexpected signal on port #5","WARNING","June 15, 2019 1:17:24 PM",Y
"TAMIANG TABA TO SOSOK 4+0 AGUSTUS 2019/1RU/Slot 6","Expected Card is missing in slot","MAJOR","June 9, 2021 1:00:51 PM",N
"KP SIHU - PINTU BATU UPGRADE 3+0 SEPTEMBER 2019","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:27:02 AM",N
"STO DUMAI to SUKAJADI Vertical F6# 6, 8, F7# 5, F8# 3, 4 High/ETY-1.2","Loss of Carrier","MAJOR","October 16, 2020 8:31:59 PM",N
"WOSU - BAHONSUAI ( 8GHZ, POL. VERTICAL )/Radio-5.1","Radio loss of frame","CRITICAL","September 9, 2021 7:58:27 AM",N
"MALIGANO - RAHA (Desember 2018)","HTTP LOGON FAILURE","WARNING","May 8, 2020 12:58:23 PM",N
"EILOGO - SAMBUKU FREK.6G HIGH 4+0 & 1+0 ( 5+0 ) JULI 2019/1RU/Slot 2","Unexpected Card Type in slot","MINOR","January 22, 2021 7:38:52 PM",N
"BATURUBE - TG.BATU ( 8GHZ, POL HORIZONTAL SD )/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","September 9, 2021 3:43:45 AM",N
"SEKAYU-BETUNG","LOST CONTACT","INDETERMINATE","October 13, 2018 9:16:50 AM",Y
"PULAU NAU TO REP.WAROPEN SYSTEM 1/Radio-5.1-XPIC.2","Remote communication failure","CRITICAL","March 8, 2021 11:19:21 PM",N
"STO-Pemangkat-Jawai(telkom)/Radio-4.1","Cable short","MAJOR","October 26, 2021 3:55:10 AM",N
"STO BIAK TO MOKMER 7Ghz SYSTEM 2","LOST CONTACT","INDETERMINATE","October 27, 2021 2:35:02 PM",N
"SEI BATIK TO GN.DAENG 6GHz CH 1 HORIZONTAL/Shelf/Slot 4 - SEI BATIK TO NUNUKAN  6 GHz CH 5 HORIZONTAL/IDU","Remote communication failure","MAJOR","October 15, 2021 10:58:21 AM",N
"KIMANG BULENG_LEPEMBUSU 4+0/Radio-6.1-XPIC.2","RFU RX level path1 out of range","WARNING","April 18, 2021 11:59:30 AM",N
"TSEL TALAWIA - DMT LIA 7 GHz/LOW/HORIZONTAL","LOST CONTACT","INDETERMINATE","October 11, 2017 11:44:43 PM",Y
"DUNANG BILA TO BABAUK/Shelf/Slot 1 - DUNANG BILA TO BABAUK  / 6 GHz / CH 7 LOW / V/IDU","TDM backplane LOF for slot #2","CRITICAL","August 6, 2019 8:30:28 PM",Y
"STO DUMAI to SUKAJADI Vertical F6# 6, 8, F7# 5, F8# 3, 4 High/Radio-5.1","Radio loss of frame","CRITICAL","September 23, 2021 3:22:47 PM",N
"OMTEL TO DUNANGBILA/E1-2.15","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","December 4, 2017 2:23:58 AM",Y
"NUNUKAN TO SEIBATANG 8GHz/Radio-3.1","RFU communication failure","WARNING","July 11, 2019 3:44:19 PM",Y
"NENGKE VILLAGE - BAGARSEWAR SYSTEM 2/Radio-6.1","Radio loss of frame","CRITICAL","May 21, 2021 8:04:55 AM",N
"SUNGAI APIT - BENGKALIS  F1/E1-1.7","E1/DS1 unexpected signal on port #7","WARNING","August 10, 2020 11:38:09 AM",N
"KP SIHU - PINTU BATU UPGRADE 3+0 SEPTEMBER 2019/Radio-3.1","Radio loss of frame","CRITICAL","October 21, 2020 5:29:31 AM",N
"BEBATU SUPA TO MAMBURUNGAN/1RU/Slot 2","Loss-of-frames alarm on TDM service","MAJOR","October 5, 2017 9:59:55 AM",Y
"MANIMERI - SP2 3+0 UPGRADE SEPTEMBER 2019","LOST CONTACT","INDETERMINATE","July 6, 2020 11:44:05 AM",N
"RUJAB - TVRI RELOK 11 GHZ 5+0 UPGRADE 2019","LOST CONTACT","INDETERMINATE","October 27, 2021 2:32:53 PM",N
"REP BANGKO - STO BANGKO","HTTP LOGON FAILURE","WARNING","November 3, 2019 5:30:51 AM",Y
"BONGGO TO ANUSPODENA System 2/Radio-6.1","Radio loss of frame","CRITICAL","July 21, 2021 9:47:05 PM",N
"Rep. Nabire to Ratewo System 2/Radio-2.1","RFU RX level path1 out of range","WARNING","February 8, 2021 8:04:30 PM",N
"PARENGGEAN TO PARIT IP10 6GHz CH 3 LOW VERTICAL/Radio-3","RFU Rx level path1 out of range","WARNING","October 21, 2021 4:06:34 AM",N
"IP10_Mempawah_to_Bundung_SL01/E1-1.11","E1/DS1 unexpected signal on port #11","WARNING","November 4, 2019 2:31:38 PM",Y
"Site-8  2.8 SEIMAYANG-LABANAN CH4-6 HIGH HORIZONTAL","LOST CONTACT","INDETERMINATE","October 25, 2021 12:08:47 AM",N
"SENAYANG - BKT BANGKU 6GHZ 4+0 HIGH/Radio-5.1-XPIC.2","Remote communication failure","CRITICAL","January 17, 2019 3:51:00 AM",Y
"RESIEI TO WINDHESI System 1 (4+0)/Radio-2.1","Radio loss of frame","CRITICAL","September 14, 2021 8:44:19 AM",N
"IP10_Mempawah_to_Bundung_SL01","LOST CONTACT","INDETERMINATE","November 4, 2019 2:48:38 PM",Y
"BEBATU SUPA TO TIDUNG PALA/E1-2.12","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","September 24, 2021 4:35:34 PM",N
"BATU LICIN - KOTABARU (RELOKASI)","LOST CONTACT","INDETERMINATE","October 15, 2020 9:59:23 AM",N
"MAMBURUNGAN TO BUKIT BARATAN PHASE 2/Radio-4.1","Radio loss of frame","CRITICAL","September 25, 2020 4:50:37 PM",N
"MALIGANO - RAHA IP-10 FREQ. 8GHZ/ CH 7H/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","November 20, 2019 9:26:14 AM",Y
"STO LARANTUKA - ILEWENGOT U6GHz/XPIC/LOW/Radio-5.1-XPIC.2","Radio loss of frame","CRITICAL","October 26, 2021 4:01:59 AM",N
"IP-20N 11GHz IDU#1 6+0 Gn. Belah dir_to Karungan_HORIZONTAL/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","April 27, 2021 5:03:13 AM",N
"BONGGO TO ANUSPODENA (System 1)/Radio-3.1","Remote communication failure","CRITICAL","March 19, 2020 5:59:27 AM",N
"TELKOM PANGGUNG PINANG - PENDOPO FREK. 6 GHZ VERTICAL/Radio-3.1","Cable open","MAJOR","October 25, 2018 12:04:53 PM",Y
"BAGAISEWAR to BSC MARARENA Sytem 2","HTTP LOGON FAILURE","WARNING","May 8, 2020 7:01:14 AM",N
"Waindu to Pantai Indomba System 3/Radio-5.1-XPIC.2","Remote communication failure","CRITICAL","October 25, 2021 7:12:51 AM",N
"MALILI TO KAREBE#1 8 GHz CHANNEL 7/Shelf/Slot 4","LOST CONTACT","INDETERMINATE","August 26, 2020 5:58:52 AM",N
"Kalabahi to Omtel/E1-2.16","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","September 1, 2018 3:16:59 AM",Y
"DUNANGBILA TO OMTEL/E1-2.5","Loss-of-frames alarm on TDM service","MAJOR","December 4, 2017 2:11:13 AM",Y
"BUKIT NAMORA TO SUNGAI PENUH","LOST CONTACT","INDETERMINATE","October 31, 2019 10:46:41 PM",Y
"NUNUKAN TO SEI BATIK 6GHz CH.1 HORIZONTAL/Shelf/Slot 2","LOST CONTACT","INDETERMINATE","May 21, 2021 8:52:39 AM",N
"BAGAISEWAR TO MARTEWAAR System 2/Radio-3.1-XPIC.1","Remote communication failure","CRITICAL","October 19, 2021 1:54:20 PM",N
"TAMAKO TO DMT_LIA 6 Ghz","LOST CONTACT","INDETERMINATE","October 21, 2021 2:58:56 AM",N
"Ratewo to Rep. Nabire System 2/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","December 19, 2020 4:36:30 PM",N
"BSC LAWEWU TO TVRI SOROAKO#1 8 GHz CHANNEL 5/Radio-2","Radio loss of frame","CRITICAL","October 14, 2021 3:26:21 PM",N
"Pulau Ratewo to Rep. Nabire System 3/Radio-6.1-XPIC.2","Radio loss of frame","CRITICAL","July 15, 2021 8:41:01 PM",N
"SEI BATANG TO NUNUKAN 2+0/Radio-3.1","Cable short","MAJOR","September 25, 2020 4:26:06 PM",N
"SUNGAI PENUH TO BUKIT NAMORA","LOST CONTACT","INDETERMINATE","October 8, 2020 4:26:30 PM",N
"MATAMANIS _ MIAU BARU ( SYSTEM 3 )/Radio-6.1-XPIC.2","RFU RX level path2 out of range","WARNING","October 26, 2021 4:48:57 AM",N
"WAIKABUBAK_BTS ELOPADA #1 CH.2/E1-1.6","E1/DS1 loss of signal on port #6","MAJOR","May 8, 2021 9:42:51 AM",N
"WOTU - BONEPUTE#1 8 GHz CHANNEL 3/Shelf/Slot 2","LOST CONTACT","INDETERMINATE","September 10, 2021 2:21:56 PM",N
"GUNUNG DAENG TO SEI BATIK  6GHz CH.1/Shelf/Slot 5","LOST CONTACT","INDETERMINATE","December 30, 2020 3:17:00 AM",N
"TAHUNA CITY TO REPEATER TAMAKO ,FREQ 8GHz","HTTP LOGON FAILURE","WARNING","November 21, 2020 7:34:50 PM",N
"TIDUNG PALA TO BEBATU 8GHz CH1 HIGH VERTICAL/ETY-1.4","Ethernet loss of carrier on port #4","MAJOR","October 13, 2021 12:13:12 PM",N
"MENGKUNING - SENAYANG FREK.6GHZ LOW 4+0/Radio-6.1","RFU RX level path2 out of range","WARNING","February 22, 2019 10:54:52 PM",Y
"P. MANTANG - P. BUKIT FREK. 6GHZ 4+0","LOST CONTACT","INDETERMINATE","March 17, 2019 5:25:39 PM",Y
"TELKOM PONTIANAK - SAMBAS/Shelf/Slot 1 - Link Pontianak - Motton Tinggi / Pol. V / Ch. 7 Low/IDU","Trails mapped to inexistent interfaces in IDU #2","WARNING","November 4, 2019 10:01:36 AM",Y
"LABANAN - SEI MAYANG ( SYS 4 )","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:27:27 AM",N
"Dunangbila to Babauk / 6 Ghz low / 4+0/Radio-6.1","Radio loss of frame","CRITICAL","December 12, 2019 9:59:14 PM",Y
"SEI MAYANG - MIAU BARU ( SYSTEM 2 )","LOST CONTACT","INDETERMINATE","October 21, 2021 11:26:12 AM",N
"SUNGAI PENUH TO BUKIT NAMORA/2RU/Power Supply 2","Power Supply is missing in slot","MAJOR","October 5, 2017 10:11:40 AM",Y
"Rep. Waropen to Waropen System 2/Radio-2.1","Radio loss of frame","CRITICAL","January 29, 2021 4:10:15 PM",N
"Tumbang Samba - Buntut Bali #2/Shelf/Slot 1 - Link Tumbang Samba - Buntut Bali / 6Ghz / Tx Low / Ch 4/IDU","Communications lost with IDU #2","CRITICAL","March 21, 2021 10:38:29 PM",N
"NENGKE VILLAGE TO ANUSPODENA","LVDS RX Error Slot 4","MAJOR","December 11, 2020 4:55:06 PM",N
